id,powerID,name,description,rarity,image
Addon_Stalker_JudithsTombstone,Item_Slasher_Stalker,Judith's Tombstone,"A large and heavy granite tombstone stolen from Mt. Sinclair cemetery, belonging to Judith Myers.<br><br>Unlocks the ability to kill healthy or injured Survivors with <b>Evil Within III</b>.<b>Increases</b> the amount of evil required to reach <b>Evil Within III</b> from <b>Evil Within II</b> by <b>200%</b>.<b>Decreases</b> movement speed by <b>9%</b> while <b>Evil Within III</b> is active.",Ultra Rare,images/ItemAddons/DLC2/iconAddon_judithsTombstone.png
Addon_Stalker_LockOfHair,Item_Slasher_Stalker,Lock of Hair,A cut lock of blond hair bunched with a black elastic.<br><br><b>Increases</b> the duration of <b>Evil Within III</b> by <b>40 seconds</b>.<b>Increases</b> the amount of evil required to reach <b>Evil Within III</b> from <b>Evil Within II</b> for the first time by <b>100%</b>.,Very Rare,images/ItemAddons/DLC2/iconAddon_lockOfHair.png
Addon_Stalker_MemorialFlower,Item_Slasher_Stalker,Memorial Flower,A partially faded and dried pink larkspur picked up from a gravestone.<br><br><b>Increases</b> the rate at which evil is gained when stalking by <b>11%</b>.,Common,images/ItemAddons/DLC2/iconAddon_memorialFlower.png
Addon_Stalker_MirrorShard,Item_Slasher_Stalker,Mirror Shard,A large and sharp piece of a broken mirror.<br><br>Stalking a Survivor for at least <b>1 second</b> while in <b>Evil Within II</b> reveals that Survivor's aura for <b>5 seconds</b>.,Rare,images/ItemAddons/DLC2/iconAddon_mirrorShard.png
Addon_Stalker_ReflectiveFragment,Item_Slasher_Stalker,Reflective Fragment,A tiny piece of a highly reflective material most probably from a broken mirror.<br><br>Stalking a Survivor for at least <b>1 second</b> while in <b>Evil Within II</b> reveals that Survivor's aura for <b>2 seconds</b>.,Uncommon,images/ItemAddons/DLC2/iconAddon_reflectiveFragment.png
Addon_Stalker_ScratchedMirror,Item_Slasher_Stalker,Scratched Mirror,"A standing portable vanity mirror which has been violently scratched with a sharp metallic object.<br><br><b>Evil Within I</b> reveals Survivors' auras when stalking within a <b>32 meter</b> range.<b>Evil Within</b> cannot progress past <b>TIER I</b>.For each Hit score event, score <b>100% Bloodpoints</b> in the Brutality category and an additional <b>200% Bloodpoints</b> in the Deviousness category.",Very Rare,images/ItemAddons/DLC2/iconAddon_scratchedMirror.png
Addon_Stalker_TackyEarrings,Item_Slasher_Stalker,Tacky Earrings,A very cheap piece of jewelry made from plastic. Painted to resemble precious material.<br><br><b>Increases</b> movement speed while stalking by <b>10%</b>.,Common,images/ItemAddons/DLC2/iconAddon_tackyEarrings.png
Addon_Stalker_TombstonePiece,Item_Slasher_Stalker,Tombstone Piece,A fist-sized granite piece taken from a broken tombstone.<br><br>Unlocks the ability to kill healthy or injured Survivors with <b>Evil Within III</b>.Killing a Survivor drains the power of <b>Evil Within</b>.<b>Increases</b> the amount of evil required to reach <b>Evil Within III</b> from <b>Evil Within II</b> by <b>150%</b>.,Very Rare,images/ItemAddons/DLC2/iconAddon_tombstonePiece.png
Addon_Stalker_VanityMirror,Item_Slasher_Stalker,Vanity Mirror,"A standing portable vanity mirror in perfect condition except for a fine layer of dust and face powder covering it.<br><br><b>Evil Within II</b> reveals Survivors' auras when stalking within a <b>16 meter</b> range.<b>Evil Within</b> cannot progress past <b>TIER II</b>.For each Hit score event, grant <b>100% Bloodpoints</b> in the Brutality category and an additional <b>150% Bloodpoints</b> in the Deviousness category.",Very Rare,images/ItemAddons/DLC2/iconAddon_vanityMirror.png
Addon_TheOnryo,Item_Slasher_K27Power,Rickety Pinwheel,"A pinwheel found in the caves of Izu Oshima. It spins even when there is no wind, disorienting those who see or hear it.<br><br>While Survivors are within <b>8&nbsp;meters</b> of a powered TV, they are afflicted with the <b>Oblivious</b> status effect. This effect lingers for <b>7 seconds</b> after the TV is turned off.<br><br><b>Oblivious</b> prevents Survivors from hearing or being affected by the Killer's Terror Radius.",Rare,images/ItemAddons/Kepler/iconAddon_RicketyPinwheel.png
Addon_TheOnryo_01,Item_Slasher_K27Power,Videotape Copy,A copy of the deadly videotape imprinted upon by Sadako. It dampens the desire for vengeance.<br><br><b>Projection</b> does not inflict <b>Condemned</b> to nearby Survivors.Gain <b>100%</b> bonus Bloodpoints for <b>Deluge of Fear</b> score events.,Common,images/ItemAddons/Kepler/iconAddon_VhsCopy.png
Addon_TheOnryo_02,Item_Slasher_K27Power,Old Newspaper,"It tells of a local woman who predicted a volcanic eruption, evidence used to initially find Sadako.<br><br><b>Increases</b> the <b>Manifestation</b> invisibility duration by <b>33%</b>.",Common,images/ItemAddons/Kepler/iconAddon_OldNewspaper.png
Addon_TheOnryo_03,Item_Slasher_K27Power,Cabin Sign,The cabin where both Tomoko and Reiko watched the tape. Carries the memory of those first curses.<br><br><b>Decreases</b> the time it takes for a TV to turn on after <b>Projection</b> by <b>12 seconds</b>.,Common,images/ItemAddons/Kepler/iconAddon_CabinSign.png
Addon_TheOnryo_04,Item_Slasher_K27Power,Mother's Mirror,A mirror from Sadako's mother's house. A reminder of what Sadako has lost.<br><br><b>Increases</b> the <b>Manifestation</b> intermittent visibility duration by <b>2 seconds</b>.,Common,images/ItemAddons/Kepler/iconAddon_MothersMirror.png
Addon_TheOnryo_05,Item_Slasher_K27Power,Reiko's Watch,The watch that Reiko left her son Yoichi. A distracting and constant reminder of one’s impending doom.<br><br><b>Increases</b> the invisibility duration while <b>Demanifested</b> by <b>50%</b>.,Uncommon,images/ItemAddons/Kepler/iconAddon_ReikosWatch.png
Addon_TheOnryo_06,Item_Slasher_K27Power,Sea-Soaked Cloth,"The hood worn by the mysterious figure in the tape. Makes those near it unable to trust what they see.<br><br>While Survivors are within <b>8 meters</b> of a powered TV, they are afflicted with the <b>Blindness</b> status effect. This effect lingers for <b>7 seconds</b> after the TV is turned off.<br><br><b>Blindness</b>&nbsp;prevents Survivors from seeing auras.",Uncommon,images/ItemAddons/Kepler/iconAddon_SeaSoakedCloth.png
Addon_TheOnryo_07,Item_Slasher_K27Power,Clump of Hair,"Once beautiful and long, Sadako now hides behind her ragged, matted locks.<br><br><b>Decreases</b> the range at which The Onryō is visible while <b>Demanifested</b> by <b>6 meters</b>.",Uncommon,images/ItemAddons/Kepler/iconAddon_ClumpOfHair.png
Addon_TheOnryo_08,Item_Slasher_K27Power,Well Stone,"A piece of the well where Sadako was trapped, an image burned into the mind of all those who have watched the tape.<br><br><b>Decreases</b> the time it takes for a TV to turn on after being turned off by a Survivor by <b>6 seconds</b>.",Uncommon,images/ItemAddons/Kepler/iconAddon_WellStone.png
Addon_TheOnryo_09,Item_Slasher_K27Power,Yoichi's Fishing Net,The net Yoichi used while fishing with his grandfather. A reminder that death comes to us all.<br><br><b>Decreases</b> the time it takes for Survivors to gain <b>Condemned</b> by <b>12%</b> when holding a tape.,Uncommon,images/ItemAddons/Kepler/iconAddon_YoichisFishingNet.png
ADDON_TormentMode_BlackStrap,Item_Slasher_TormentMode,Black Strap,A nylon strap that was used to restrain a victim to a metal frame. The color makes it difficult to see the blood soaked into it.<b>Increases</b> the range of <b>Punishment of the Damned</b> by <b>0.5 meters</b>.,Common,images/ItemAddons/Wales/iconAddon_blackStrap.png
ADDON_TormentMode_BurningManPainting,Item_Slasher_TormentMode,Burning Man Painting,A diagram of the Lakeview Hotel. Red flames are painted over this place of guilt.<b>Increases</b> the range of <b>Punishment of the Damned</b> by <b>1.5 meters</b>.,Rare,images/ItemAddons/Wales/iconAddon_burningManPainting.png
ADDON_TormentMode_CinderellaMusicBox,Item_Slasher_TormentMode,Cinderella Music Box,A music box with a figure from the fairy tale Cinderella. Found inside a suitcase adorned with stickers from multiple destinations.<b>Increases</b> the duration of trails left by <b>Rites of Judgment</b> by <b>15 seconds</b>.,Uncommon,images/ItemAddons/Wales/iconAddon_cinderellaMusicBox.png
ADDON_TormentMode_CopperRing,Item_Slasher_TormentMode,Copper Ring,Found in the basement of Brookhaven Hospital. It’s engraved with a picture of a spider.<b>Increases</b> maximum duration of <b>Rites of Judgment</b> by <b>1 second</b>.,Common,images/ItemAddons/Wales/iconAddon_copperRing.png
ADDON_TormentMode_CrimsonCeremoneyBook,Item_Slasher_TormentMode,Crimson Ceremony Book,"A book about an ancient god. Author unknown.<b>Rites of Judgment</b> trails inflict <b>Hemorrhage</b> until <i>Torment</i> ends.<br><br>Hemorrhage&nbsp;regresses healing progress when not healing, and increases blood trails left by injured survivors.",Very Rare,images/ItemAddons/Wales/iconAddon_crimsonCeremonyBook.png
ADDON_TormentMode_DeadButterfly,Item_Slasher_TormentMode,Dead Butterfly,A butterfly found on a bed at Wood Side Apartments. It’s frail and nearly falls apart when touched.<b>Decreases</b> time required to recharge <b>Rites of Judgment</b> by <b>2 seconds</b>.,Common,images/ItemAddons/Wales/iconAddon_deadButterfly.png
ADDON_TormentMode_ForgottenVideotape,Item_Slasher_TormentMode,Forgotten Videotape,"A videotape of two lovers vacationing in Silent Hill. Despite its sentimental value, it was left behind in the Lakeview Hotel.<b>Decreases</b> time required to recharge <b>Rites of Judgment</b> by <b>3 seconds</b>.",Uncommon,images/ItemAddons/Wales/iconAddon_forgottenVideoTape.png
ADDON_TormentMode_IridescentSealofMetatron,Item_Slasher_TormentMode,Iridescent Seal of Metatron,"A talisman with an odd design inscribed on it. The Entity’s influence seems to have altered it.When sending a Survivor to a <b>Cage of Atonement</b>, the auras of all Survivors suffering from <i>Torment</i> are revealed for <b>6 seconds.</b>",Ultra Rare,images/ItemAddons/Wales/iconAddon_iridescentSeal.png
ADDON_TormentMode_LeadRing,Item_Slasher_TormentMode,Lead&nbsp;Ring,"Found in a refrigerator. It’s engraved with a disgusting, bloated face.<b>Increases</b> the duration of trails left by <b>Rites of Judgment</b> by 10 seconds.",Common,images/ItemAddons/Wales/iconAddon_leadRing.png
ADDON_TormentMode_LeopardPrintFabric,Item_Slasher_TormentMode,Leopard-Print&nbsp;Fabric&nbsp;,"A shred of pink, leopard print fabric. It’s difficult to tell what it was used for.<b>Increases</b> the duration of <i>Killer Instinct</i> when triggered by <b>Rites of Judgment</b> by <b>0.5 seconds</b>.",Uncommon,images/ItemAddons/Wales/iconAddon_leopardPrintFabric.png
ADDON_TormentMode_LostMemoriesBook,Item_Slasher_TormentMode,Lost Memories Book,A book about the history and legends of Silent Hill and the surrounding area.<b>Rites of Judgment</b> trails inflict <b>Oblivious</b> for <b>15 seconds</b>.<br><br>Oblivious prevents Survivors from hearing or being affected by the Killer's Terror Radius.,Very Rare,images/ItemAddons/Wales/iconAddon_lostMemoriesBook.png
ADDON_TormentMode_MannequinFoot,Item_Slasher_TormentMode,Mannequin Foot,"The smooth grey foot of a mannequin, brutally torn from its leg.<b>Increases</b> the duration of trails left by <b>Rites of Judgment</b> by <b>20 seconds</b>.",Rare,images/ItemAddons/Wales/iconAddon_mannequinFoot.png
ADDON_TormentMode_MistyDayRemainsofJudgment,Item_Slasher_TormentMode,"Misty Day, Remains of Judgment",A painting of an imposing figure wearing a steel pyramid atop his head. Victims are caged in the background.<b>Increases</b> the duration of <i>Killer Instinct</i> when triggered by <b>Rites of Judgment</b> by <b>1 second</b>.,Rare,images/ItemAddons/Wales/iconAddon_mistyDay.png
ADDON_TormentMode_ObsidianGoblet,Item_Slasher_TormentMode,Obsidian Goblet,"An ancient looking goblet carved from pure obsidian.Grants <b>Undetectable</b> while standing on a <b>Rites of Judgment</b> trail.<br><br>Undetectable hides the Killer's aura, Terror Radius, and Red Stain.",Ultra Rare,images/ItemAddons/Wales/iconAddon_obsidianGoblet.png
ADDON_TormentMode_RustcoloredEgg,Item_Slasher_TormentMode,Rust-colored Egg,"An old-looking egg, colored reddish orange. About the size of a quail’s egg.<b>Rites of Judgment</b> trails inflict <b>Blindness</b> for <b>60 seconds</b>.<br><br>Blindness prevents Survivors from seeing auras.",Very Rare,images/ItemAddons/Wales/iconAddon_rustColoredEgg.png
ADDON_TormentMode_ScarletEgg,Item_Slasher_TormentMode,Scarlet Egg,"A fresh egg, strikingly red in color. About the size of a quail’s egg.<b>Increases</b> the duration of <i>Killer Instinct</i> when triggered by <b>Rites of Judgment</b> by <b>1.5 seconds</b>.",Very Rare,images/ItemAddons/Wales/iconAddon_scarletEgg.png
ADDON_TormentMode_Spearhead,Item_Slasher_TormentMode,Spearhead,"The sharp, rusted tip of a spear. It’s flaked with blood from its last victim.<b>Increases</b> maximum duration of <b>Rites of Judgment</b> by <b>1.5 seconds</b>.",Uncommon,images/ItemAddons/Wales/iconAddon_spearhead.png
ADDON_TormentMode_TabletoftheOppressor,Item_Slasher_TormentMode,Tablet of the Oppressor,A metal tablet engraved with Aztec figures.<b>Increases</b> maximum duration of <b>Rites of Judgment</b> by <b>2 seconds</b>.,Rare,images/ItemAddons/Wales/iconAddon_tabletOfTheOppressor.png
ADDON_TormentMode_ValtielSectPhotograph,Item_Slasher_TormentMode,Valtiel&nbsp;Sect Photograph,A photograph of two figures in red hoods. Entitled Crimson and White Banquet for the Gods.<b>Decreases</b> time required to recharge <b>Rites of Judgment</b> by <b>4 seconds</b>.,Rare,images/ItemAddons/Wales/iconAddon_valtielSectPhotograph.png
ADDON_TormentMode_WaxDoll,Item_Slasher_TormentMode,Wax Doll,"A doll carved from wax, handcrafted by a prisoner who would soon face their judgment.<b>Increases</b> the range of <b>Punishment of the Damned</b> by <b>1 meter</b>.",Uncommon,images/ItemAddons/Wales/iconAddon_waxDoll.png
ADDON_trap_BloodyCoil,Item_Slasher_Beartrap,Bloody Coil,"Part sticky, part slippery, this grim liquid makes handling the traps' springs more dangerous.<br><br>When a <b>Bear Trap</b> is disarmed by a healthy Survivor, the bloody coils exact their price and that Survivor becomes injured.",Ultra Rare,images/ItemAddons/iconAddon_bloodyCoil.png
ADDON_trap_DiamondStone,Item_Slasher_Beartrap,Iridescent Stone,"Traps sharpened with this sickly gleaming stone seem to gain a life of their own.<br><br>Every <b>30 seconds</b>, one closed <b>Bear Trap</b> chosen at random becomes set.",Ultra Rare,images/ItemAddons/iconAddon_diamondStone.png
ADDON_trap_OilyCoil,Item_Slasher_Beartrap,Oily Coil,"An oiled spring that marks the hands of those who meddle with a Bear Trap.<br><br>When resetting a <b>Bear Trap</b>, reveal the aura of the most recent Survivor to disarm it for <b>5 seconds</b>.",Very Rare,images/ItemAddons/iconAddon_oilyCoil.png
ADDON_trap_RustedJaw,Item_Slasher_Beartrap,Rusted Jaws,These Bear Trap jaws are covered with crusty and volatile rust spots that makes injuries particularly difficult to heal.<br><br><b>Bear Traps</b> inflict <b>Mangled</b> on trapped survivors.<br><br>Mangled increases time required to heal by 25% and lasts until fully healed.,Rare,images/ItemAddons/iconAddon_rustedJaws.png
ADDON_trap_StitchedBag,Item_Slasher_Beartrap,Tension Spring,A high tension spring that snaps back into place after being stretched.<br><br>A <b>Bear Trap</b> resets <b>2 seconds</b> after a Survivor escapes from it.,Very Rare,images/ItemAddons/iconAddon_tensionSpring.png
