id,survivorID,killerID,outfitID,name,description,role,type,collection,rarity,purchasable,image
S36_Torso01_04,35,,,Golden Touch,"Through his life experiences, he learned how to gain confidence.",Survivor,Torso,,Common,0,images/Customization/Saturn/S36_Torso01_04.png
SwedenKiller_Body006,,268435473,SwedenKiller_outfit_006,Noble Armor,"Though he won, he nearly bled out after the fight due to a gash along his torso.",Killer,Body,Perfect Form,Very Rare,1,images/Customization/Oni/SwedenKiller_Body006.png
SwedenKiller_Body007,,268435473,SwedenKiller_outfit_007,Wolfen Fur & Heavy Skulls,"He had travelled far and wide to reach this isolated village, hunting prey and fighting off wolves to reach his destination.",Killer,Body,Wintertime,Very Rare,1,images/Customization/Oni/SwedenKiller_Body007.png
SwedenKiller_Body008,,268435473,SwedenKiller_outfit_008,Feral Armor,"His body morphed, turning into the creature of dark tales that spread through the land like wildfire.",Killer,Body,Yamaoka Curse,Very Rare,1,images/Customization/Oni/SwedenKiller_Body008.png
SwedenKiller_Body009,,268435473,SwedenKiller_outfit_009,Prisoner of the Labyrinth,"The ramshackle remains of a deceased hero's armor clothe the beast's burnt, stabbed, and scarred figure.",Killer,Body,Greek Legends,Ultra Rare,1,images/Customization/Oni/SwedenKiller_Body009.png
SwedenKiller_Body010,,268435473,SwedenKiller_outfit_010,Death Throes,"A bound and tortured monstrosity, he was dealt pain inconceivable to most humans.",Killer,Body,Grim Resolutions,Rare,1,images/Customization/Oni/SwedenKiller_Body010.png
SwedenKiller_Body011,,268435473,SwedenKiller_outfit_011,Lunar Armor,Blessed armor protecting him from foes and spirits haunting warriors during the full blood moon.,Killer,Body,Fire Moon Festival,Very Rare,1,images/Customization/Oni/SwedenKiller_Body011.png
SwedenKiller_Body012,,268435473,SwedenKiller_outfit_012,Adamantine Form,Its body could form armor so powerful that not even artillery could pierce it.,Killer,Body,Attack On Titan Collection,Ultra Rare,1,images/Customization/Oni/SwedenKiller_Body012.png
SwedenKiller_Body013,,268435473,SwedenKiller_outfit_013,Weeping Plates,"Pustules exuded from the gaps in his ancient armor, lighting his intimidating frame.",Killer,Body,Hallowed Blight Collection,Very Rare,1,images/Customization/Oni/SwedenKiller_Body013.png
SwedenKiller_Body01_01,,268435473,SwedenKiller_outfit_01_01,Bestial Armor,Hardened leather armor to protect him against the foes who outnumbered him five to one.,Killer,Body,Imposter Noble,Uncommon,1,images/Customization/Oni/SwedenKiller_Body01_01.png
SwedenKiller_Body01_02,,268435473,SwedenKiller_outfit_01_02,Brutal Armor,Hardened leather armor to protect him against the foes who outnumbered him five to one.,Killer,Body,Imposter Noble,Uncommon,1,images/Customization/Oni/SwedenKiller_Body01_02.png
SwedenKiller_Body01_03,,268435473,SwedenKiller_outfit_01_03,Savage Armor,Hardened leather armor to protect him against the foes who outnumbered him five to one.,Killer,Body,Imposter Noble,Uncommon,1,images/Customization/Oni/SwedenKiller_Body01_03.png
SwedenKiller_Body01_CV01,,268435473,SwedenKiller_outfit_01_CV01,Ceremonial Armor (Bronze),The armor that he wore to punish those who soiled the title of samurai.,Killer,Body,Blood And Tradition,Common,1,images/Customization/Oni/SwedenKiller_Body01_CV01.png
SwedenKiller_Body01_CV02,,268435473,SwedenKiller_outfit_01_CV02,Ceremonial Armor (Aureate),The armor that he wore to punish those who soiled the title of samurai.,Killer,Body,Blood And Tradition,Common,1,images/Customization/Oni/SwedenKiller_Body01_CV02.png
SwedenKiller_Body01_CV03,,268435473,SwedenKiller_outfit_01_CV03,Ceremonial Armor (Obsidian),The armor that he wore to punish those who soiled the title of samurai.,Killer,Body,Blood And Tradition,Common,1,images/Customization/Oni/SwedenKiller_Body01_CV03.png
SwedenKiller_Body01_CV04,,268435473,SwedenKiller_outfit_01_CV04,Ceremonial Armor (Silver),The armor that he wore to punish those who soiled the title of samurai.,Killer,Body,Blood And Tradition,Common,1,images/Customization/Oni/SwedenKiller_Body01_CV04.png
SwedenKiller_Body02,,268435473,SwedenKiller_outfit_02,Weak Souls,He decided he would not tolerate this dishonor and set off to kill anyone who would dare call him an Oni.,Killer,Body,Feudal Domain,Rare,1,images/Customization/Oni/SwedenKiller_Body02.png
SwedenKiller_Body02_01,,268435473,SwedenKiller_outfit_02_01,Defeated Souls,He decided he would not tolerate this dishonor and set off to kill anyone who would dare call him an Oni.,Killer,Body,Feudal Domain,Rare,1,images/Customization/Oni/SwedenKiller_Body02_01.png
SwedenKiller_Body02_02,,268435473,SwedenKiller_outfit_02_02,Distraught Souls,He decided he would not tolerate this dishonor and set off to kill anyone who would dare call him an Oni.,Killer,Body,Feudal Domain,Rare,0,images/Customization/Oni/SwedenKiller_Body02_02.png
SwedenKiller_Head01_4A,,268435473,,Crown of The Entity,A crown emanating a festive and ominous aura created by The Entity’s biggest fan.,Killer,Head,Birthday Crown,Special Event,0,images/Customization/Oni/SwedenKiller_Head01_4A.png
SwedenKiller_Head01_5A,,268435473,,5th Anniversary Crown,A crown crafted for a very special anniversary.,Killer,Head,5Th Anniversary,Special Event,0,images/Customization/Oni/SwedenKiller_Head01_5A.png
SwedenKiller_Mask006,,268435473,SwedenKiller_outfit_006,Sanguinary Mask,"Drunk one night, he challenged a legendary samurai to a duel.",Killer,Head,Perfect Form,Very Rare,1,images/Customization/Oni/SwedenKiller_Mask006.png
SwedenKiller_Mask007,,268435473,SwedenKiller_outfit_007,Snowy Journey,"His long ashen hair caught every flake of snow, striking fear into the hearts of children, good and bad.",Killer,Head,Wintertime,Very Rare,1,images/Customization/Oni/SwedenKiller_Mask007.png
SwedenKiller_Mask008,,268435473,SwedenKiller_outfit_008,Horned Demon,He spilled the blood of farmers across the prefecture. No one could escape his wrath.,Killer,Head,Yamaoka Curse,Very Rare,1,images/Customization/Oni/SwedenKiller_Mask008.png
SwedenKiller_Mask009,,268435473,SwedenKiller_outfit_009,Beastly Rage,"A battle-scarred bull head, fiery and animalistic in its rage, yet with enough of a human mind to express endless scorn.",Killer,Head,Greek Legends,Ultra Rare,1,images/Customization/Oni/SwedenKiller_Mask009.png
SwedenKiller_Mask010,,268435473,SwedenKiller_outfit_010,Atrocious Disfigurement,"Jaw broken, nose sliced off, mask smashed into his face, yet still he fought to the end.",Killer,Head,Grim Resolutions,Rare,1,images/Customization/Oni/SwedenKiller_Mask010.png
SwedenKiller_Mask011,,268435473,SwedenKiller_outfit_011,Crescent Helmet,Intricate metal work to craft a crescent-shaped helmet in honor of the moon.,Killer,Head,Fire Moon Festival,Very Rare,1,images/Customization/Oni/SwedenKiller_Mask011.png
SwedenKiller_Mask012,,268435473,SwedenKiller_outfit_012,Immovable Object,He took the form of a defensively-minded behemoth capable of unspeakable violence.,Killer,Head,Attack On Titan Collection,Ultra Rare,1,images/Customization/Oni/SwedenKiller_Mask012.png
SwedenKiller_Mask013,,268435473,SwedenKiller_outfit_013,Shattered Spike,The excruciating pain of the procedure caused him to snap one of the horns from his head in a whirlwind of fury.,Killer,Head,Hallowed Blight Collection,Very Rare,1,images/Customization/Oni/SwedenKiller_Mask013.png
SwedenKiller_Mask01_01,,268435473,SwedenKiller_outfit_01_01,Murderous Mask,"Some locals nicknamed him 'The Imposter Noble,' for they believed his hatred for false samurai was rooted in his father's ambiguous past—in his own illegitimate bloodline.",Killer,Head,Imposter Noble,Uncommon,1,images/Customization/Oni/SwedenKiller_Mask01_01.png
SwedenKiller_Mask01_02,,268435473,SwedenKiller_outfit_01_02,Ferocious Mask,"Some locals nicknamed him 'The Imposter Noble,' for they believed his hatred for false samurai was rooted in his father's ambiguous past—in his own illegitimate bloodline.",Killer,Head,Imposter Noble,Uncommon,1,images/Customization/Oni/SwedenKiller_Mask01_02.png
SwedenKiller_Mask01_03,,268435473,SwedenKiller_outfit_01_03,Demon Mask,"Some locals nicknamed him 'The Imposter Noble,' for they believed his hatred for false samurai was rooted in his father's ambiguous past—in his own illegitimate bloodline.",Killer,Head,Imposter Noble,Uncommon,1,images/Customization/Oni/SwedenKiller_Mask01_03.png
SwedenKiller_Mask01_CV01,,268435473,SwedenKiller_outfit_01_CV01,Ancestral Mask (Sand),A face that terrorized the imposter farmers who dared call themselves samurai.,Killer,Head,Blood And Tradition,Common,1,images/Customization/Oni/SwedenKiller_Mask01_CV01.png
SwedenKiller_Mask01_CV02,,268435473,SwedenKiller_outfit_01_CV02,Ancestral Mask (Moss),A face that terrorized the imposter farmers who dared call themselves samurai.,Killer,Head,Blood And Tradition,Common,1,images/Customization/Oni/SwedenKiller_Mask01_CV02.png
SwedenKiller_Mask01_CV03,,268435473,SwedenKiller_outfit_01_CV03,Ancestral Mask (Violet),A face that terrorized the imposter farmers who dared call themselves samurai.,Killer,Head,Blood And Tradition,Common,1,images/Customization/Oni/SwedenKiller_Mask01_CV03.png
SwedenKiller_Mask01_CV04,,268435473,SwedenKiller_outfit_01_CV04,Ancestral Mask (Teal),A face that terrorized the imposter farmers who dared call themselves samurai.,Killer,Head,Blood And Tradition,Common,1,images/Customization/Oni/SwedenKiller_Mask01_CV04.png
SwedenKiller_Mask01_WinterEvent2019,,268435473,,Frosty Eyes,Heart chilling eyes of the cold-blooded.,Killer,Head,,Uncommon,0,images/Customization/WinterEvent/SwedenKiller_Mask01_WinterEvent2019.png
SwedenKiller_Mask02,,268435473,SwedenKiller_outfit_02,Green Grin Mask,"His dark and vindictive plan was discovered, and villagers began to call him, “Oni-Yamaoka,” the rageful samurai.",Killer,Head,Feudal Domain,Rare,1,images/Customization/Oni/SwedenKiller_Mask02.png
SwedenKiller_Mask02_01,,268435473,SwedenKiller_outfit_02_01,Dark Grin Mask,"His dark and vindictive plan was discovered, and villagers began to call him, “Oni-Yamaoka,” the rageful samurai.",Killer,Head,Feudal Domain,Rare,1,images/Customization/Oni/SwedenKiller_Mask02_01.png
SwedenKiller_Mask02_02,,268435473,SwedenKiller_outfit_02_02,Wicker Grin Mask,"His dark and vindictive plan was discovered, and villagers began to call him, “Oni-Yamaoka,” the rageful samurai.",Killer,Head,Feudal Domain,Rare,0,images/Customization/Oni/SwedenKiller_Mask02_02.png
SwedenKiller_W006,,268435473,SwedenKiller_outfit_006,Bloodthirsty Sword,"The ancient blade he held as he bled out, whispering one final prayer. But his blood clotted and he survived as per divine intervention.",Killer,Weapon,Perfect Form,Very Rare,1,images/Customization/Oni/SwedenKiller_W006.png
SwedenKiller_W007,,268435473,SwedenKiller_outfit_007,Legendary Blade,"When he was allowed into the home of a wealthy swordmaker who had supplied false samurai with his wares, he launched into battle. The merchant never stood a chance.",Killer,Weapon,Wintertime,Very Rare,1,images/Customization/Oni/SwedenKiller_W007.png
SwedenKiller_W008,,268435473,SwedenKiller_outfit_008,Burst Blade,"Carved from a large, ancestral tree, his weapon was the sturdiest ever forged.",Killer,Weapon,Yamaoka Curse,Very Rare,1,images/Customization/Oni/SwedenKiller_W008.png
SwedenKiller_W009,,268435473,SwedenKiller_outfit_009,Brute's Xiphos,"A golden sword intended to slay the minotaur, it now rests in the beast's deathly grip.",Killer,Weapon,Greek Legends,Ultra Rare,1,images/Customization/Oni/SwedenKiller_W009.png
SwedenKiller_W010,,268435473,SwedenKiller_outfit_010,Last Stand,"As his kanabo crumbled under the damage he wrought, he reached for his jintachi sword. It too would be ravaged by the sheer amount of bones it struck.",Killer,Weapon,Grim Resolutions,Rare,1,images/Customization/Oni/SwedenKiller_W010.png
SwedenKiller_W011,,268435473,SwedenKiller_outfit_011,Celestial Sword,Ornamented blade cleansed with moon water to keep it from rust.,Killer,Weapon,Fire Moon Festival,Very Rare,1,images/Customization/Oni/SwedenKiller_W011.png
SwedenKiller_W012,,268435473,SwedenKiller_outfit_012,Hardened Edge,"Its blade was as impenetrable as its skin, and just as deadly.",Killer,Weapon,Attack On Titan Collection,Ultra Rare,1,images/Customization/Oni/SwedenKiller_W012.png
SwedenKiller_W013,,268435473,SwedenKiller_outfit_013,Polluted Blade,"The foul, toxic fluid mingled and roiled with the blood of his victims.",Killer,Weapon,Hallowed Blight Collection,Very Rare,1,images/Customization/Oni/SwedenKiller_W013.png
SwedenKiller_W01_01,,268435473,SwedenKiller_outfit_01_01,Furious Blade,"The heavy, sharp blade he used to set himself free from his captors.",Killer,Weapon,Imposter Noble,Uncommon,1,images/Customization/Oni/SwedenKiller_W01_01.png
SwedenKiller_W01_02,,268435473,SwedenKiller_outfit_01_02,Unleashed Blade,"The heavy, sharp blade he used to set himself free from his captors.",Killer,Weapon,Imposter Noble,Uncommon,1,images/Customization/Oni/SwedenKiller_W01_02.png
SwedenKiller_W01_03,,268435473,SwedenKiller_outfit_01_03,Ruthless Blade,"The heavy, sharp blade he used to set himself free from his captors.",Killer,Weapon,Imposter Noble,Uncommon,1,images/Customization/Oni/SwedenKiller_W01_03.png
SwedenKiller_W01_CV01,,268435473,SwedenKiller_outfit_01_CV01,Legacy Blade (Bronze),"A blade rumored to come from the city of Hakodate, obtained by first of the Yamaoka before he sailed off to Kanawaza. His ship never made it and some say neither did he.",Killer,Weapon,Blood And Tradition,Common,1,images/Customization/Oni/SwedenKiller_W01_CV01.png
SwedenKiller_W01_CV02,,268435473,SwedenKiller_outfit_01_CV02,Legacy Blade (Aureate),"A blade rumored to come from the city of Hakodate, obtained by first of the Yamaoka before he sailed off to Kanawaza. His ship never made it and some say neither did he.",Killer,Weapon,Blood And Tradition,Common,1,images/Customization/Oni/SwedenKiller_W01_CV02.png
SwedenKiller_W01_CV03,,268435473,SwedenKiller_outfit_01_CV03,Legacy Blade (Obsidian),"A blade rumored to come from the city of Hakodate, obtained by first of the Yamaoka before he sailed off to Kanawaza. His ship never made it and some say neither did he.",Killer,Weapon,Blood And Tradition,Common,1,images/Customization/Oni/SwedenKiller_W01_CV03.png
SwedenKiller_W01_CV04,,268435473,SwedenKiller_outfit_01_CV04,Legacy Blade (Silver),"A blade rumored to come from the city of Hakodate, obtained by first of the Yamaoka before he sailed off to Kanawaza. His ship never made it and some say neither did he.",Killer,Weapon,Blood And Tradition,Common,1,images/Customization/Oni/SwedenKiller_W01_CV04.png
SwedenKiller_W02,,268435473,SwedenKiller_outfit_02,Mossy Sword,The blade used to butcher those who call him Oni-Yamaoka.,Killer,Weapon,Feudal Domain,Rare,1,images/Customization/Oni/SwedenKiller_W02.png
SwedenKiller_W02_01,,268435473,SwedenKiller_outfit_02_01,Jaded Sword,The blade used to butcher those who call him Oni-Yamaoka.,Killer,Weapon,Feudal Domain,Rare,1,images/Customization/Oni/SwedenKiller_W02_01.png
SwedenKiller_W02_02,,268435473,SwedenKiller_outfit_02_02,Coastal Sword,The blade used to butcher those who call him Oni-Yamaoka.,Killer,Weapon,Feudal Domain,Rare,0,images/Customization/Oni/SwedenKiller_W02_02.png
SwedenKiller_W02_03,,268435473,,Rain Slicer,This weapon's blade can slice a drop of water in half.,Killer,Weapon,Moonlight Burrow,Special Event,0,images/Customization/Oni/SwedenKiller_W02_03.png
SwedenSurvivor_Head006,19,,SwedenSurvivor_outfit_006,Masked Rider,"Nothing would stand in her way, not even the potential backlash of a violent police crackdown.",Survivor,Head,Underground Nagoya,Very Rare,1,images/Customization/Yui/SwedenSurvivor_Head006.png
SwedenSurvivor_Head007,19,,SwedenSurvivor_outfit_007,Pink Beanie,"Unable to see through the thick snowfall, she crashed into a tree.",Survivor,Head,Wintertime,Very Rare,1,images/Customization/Yui/SwedenSurvivor_Head007.png
SwedenSurvivor_Head009,19,,SwedenSurvivor_outfit_009,Red Stare,Soon enough she competed in Nagoya to represent her hometown. She gave herself a dramatic look for the performance.,Survivor,Head,Grim Matsuri,Very Rare,1,images/Customization/Yui/SwedenSurvivor_Head009.png
SwedenSurvivor_Head010,19,,SwedenSurvivor_outfit_010,Sugar Shine,"A hue of soft, seasonal color from hair to shades.",Survivor,Head,Waterfront Massacre,Very Rare,1,images/Customization/Yui/SwedenSurvivor_Head010.png
